,unit,sex,age,region,year,value
0,YR,F,Y65,PT,2021,21.7
1,YR,F,Y_LT1,PT,2021,84.3
2,YR,M,Y65,PT,2021,17.8
3,YR,M,Y_LT1,PT,2021,78.0
4,YR,T,Y65,PT,2021,19.9
5,YR,T,Y_LT1,PT,2021,81.2
6,YR,F,Y1,PT,2020,83.3
7,YR,F,Y10,PT,2020,74.4
8,YR,F,Y11,PT,2020,73.4
9,YR,F,Y12,PT,2020,72.4
10,YR,F,Y13,PT,2020,71.4
11,YR,F,Y14,PT,2020,70.4
12,YR,F,Y15,PT,2020,69.4
13,YR,F,Y16,PT,2020,68.4
14,YR,F,Y17,PT,2020,67.4
15,YR,F,Y18,PT,2020,66.4
16,YR,F,Y19,PT,2020,65.4
17,YR,F,Y2,PT,2020,82.3
18,YR,F,Y20,PT,2020,64.4
19,YR,F,Y21,PT,2020,63.5
20,YR,F,Y22,PT,2020,62.5
21,YR,F,Y23,PT,2020,61.5
22,YR,F,Y24,PT,2020,60.5
23,YR,F,Y25,PT,2020,59.5
24,YR,F,Y26,PT,2020,58.5
25,YR,F,Y27,PT,2020,57.5
26,YR,F,Y28,PT,2020,56.5
27,YR,F,Y29,PT,2020,55.6
28,YR,F,Y3,PT,2020,81.3
29,YR,F,Y30,PT,2020,54.6
30,YR,F,Y31,PT,2020,53.6
31,YR,F,Y32,PT,2020,52.6
32,YR,F,Y33,PT,2020,51.6
33,YR,F,Y34,PT,2020,50.6
34,YR,F,Y35,PT,2020,49.7
35,YR,F,Y36,PT,2020,48.7
36,YR,F,Y37,PT,2020,47.7
37,YR,F,Y38,PT,2020,46.7
38,YR,F,Y39,PT,2020,45.8
39,YR,F,Y4,PT,2020,80.3
40,YR,F,Y40,PT,2020,44.8
41,YR,F,Y41,PT,2020,43.8
42,YR,F,Y42,PT,2020,42.9
43,YR,F,Y43,PT,2020,41.9
44,YR,F,Y44,PT,2020,40.9
45,YR,F,Y45,PT,2020,40.0
46,YR,F,Y46,PT,2020,39.0
47,YR,F,Y47,PT,2020,38.1
48,YR,F,Y48,PT,2020,37.1
49,YR,F,Y49,PT,2020,36.2
50,YR,F,Y5,PT,2020,79.3
51,YR,F,Y50,PT,2020,35.2
52,YR,F,Y51,PT,2020,34.3
53,YR,F,Y52,PT,2020,33.4
54,YR,F,Y53,PT,2020,32.4
55,YR,F,Y54,PT,2020,31.5
56,YR,F,Y55,PT,2020,30.6
57,YR,F,Y56,PT,2020,29.7
58,YR,F,Y57,PT,2020,28.8
59,YR,F,Y58,PT,2020,27.9
60,YR,F,Y59,PT,2020,26.9
61,YR,F,Y6,PT,2020,78.3
62,YR,F,Y60,PT,2020,26.0
63,YR,F,Y61,PT,2020,25.1
64,YR,F,Y62,PT,2020,24.2
65,YR,F,Y63,PT,2020,23.3
66,YR,F,Y64,PT,2020,22.5
67,YR,F,Y65,PT,2020,21.6
68,YR,F,Y66,PT,2020,20.7
69,YR,F,Y67,PT,2020,19.8
70,YR,F,Y68,PT,2020,19.0
71,YR,F,Y69,PT,2020,18.1
72,YR,F,Y7,PT,2020,77.3
73,YR,F,Y70,PT,2020,17.3
74,YR,F,Y71,PT,2020,16.4
75,YR,F,Y72,PT,2020,15.6
76,YR,F,Y73,PT,2020,14.8
77,YR,F,Y74,PT,2020,14.0
78,YR,F,Y75,PT,2020,13.2
79,YR,F,Y76,PT,2020,12.5
80,YR,F,Y77,PT,2020,11.7
81,YR,F,Y78,PT,2020,11.0
82,YR,F,Y79,PT,2020,10.3
83,YR,F,Y8,PT,2020,76.4
84,YR,F,Y80,PT,2020,9.6
85,YR,F,Y81,PT,2020,8.9
86,YR,F,Y82,PT,2020,8.3
87,YR,F,Y83,PT,2020,7.7
88,YR,F,Y84,PT,2020,7.2
89,YR,F,Y9,PT,2020,75.4
90,YR,F,Y_GE85,PT,2020,6.6
91,YR,F,Y_LT1,PT,2020,84.1
92,YR,M,Y1,PT,2020,77.2
93,YR,M,Y10,PT,2020,68.3
94,YR,M,Y11,PT,2020,67.3
95,YR,M,Y12,PT,2020,66.3
96,YR,M,Y13,PT,2020,65.3
97,YR,M,Y14,PT,2020,64.3
98,YR,M,Y15,PT,2020,63.3
99,YR,M,Y16,PT,2020,62.3
100,YR,M,Y17,PT,2020,61.3
101,YR,M,Y18,PT,2020,60.3
102,YR,M,Y19,PT,2020,59.3
103,YR,M,Y2,PT,2020,76.2
104,YR,M,Y20,PT,2020,58.4
105,YR,M,Y21,PT,2020,57.4
106,YR,M,Y22,PT,2020,56.4
107,YR,M,Y23,PT,2020,55.5
108,YR,M,Y24,PT,2020,54.5
109,YR,M,Y25,PT,2020,53.5
110,YR,M,Y26,PT,2020,52.5
111,YR,M,Y27,PT,2020,51.6
112,YR,M,Y28,PT,2020,50.6
113,YR,M,Y29,PT,2020,49.7
114,YR,M,Y3,PT,2020,75.2
115,YR,M,Y30,PT,2020,48.7
116,YR,M,Y31,PT,2020,47.7
117,YR,M,Y32,PT,2020,46.7
118,YR,M,Y33,PT,2020,45.8
119,YR,M,Y34,PT,2020,44.8
120,YR,M,Y35,PT,2020,43.9
121,YR,M,Y36,PT,2020,42.9
122,YR,M,Y37,PT,2020,41.9
123,YR,M,Y38,PT,2020,41.0
124,YR,M,Y39,PT,2020,40.0
125,YR,M,Y4,PT,2020,74.2
126,YR,M,Y40,PT,2020,39.1
127,YR,M,Y41,PT,2020,38.1
128,YR,M,Y42,PT,2020,37.2
129,YR,M,Y43,PT,2020,36.3
130,YR,M,Y44,PT,2020,35.3
131,YR,M,Y45,PT,2020,34.4
132,YR,M,Y46,PT,2020,33.5
133,YR,M,Y47,PT,2020,32.6
134,YR,M,Y48,PT,2020,31.7
135,YR,M,Y49,PT,2020,30.8
136,YR,M,Y5,PT,2020,73.2
137,YR,M,Y50,PT,2020,29.9
138,YR,M,Y51,PT,2020,29.0
139,YR,M,Y52,PT,2020,28.1
140,YR,M,Y53,PT,2020,27.3
141,YR,M,Y54,PT,2020,26.5
142,YR,M,Y55,PT,2020,25.6
143,YR,M,Y56,PT,2020,24.8
144,YR,M,Y57,PT,2020,24.0
145,YR,M,Y58,PT,2020,23.2
146,YR,M,Y59,PT,2020,22.4
147,YR,M,Y6,PT,2020,72.2
148,YR,M,Y60,PT,2020,21.6
149,YR,M,Y61,PT,2020,20.8
150,YR,M,Y62,PT,2020,20.1
151,YR,M,Y63,PT,2020,19.3
152,YR,M,Y64,PT,2020,18.6
153,YR,M,Y65,PT,2020,17.8
154,YR,M,Y66,PT,2020,17.1
155,YR,M,Y67,PT,2020,16.4
156,YR,M,Y68,PT,2020,15.7
157,YR,M,Y69,PT,2020,14.9
158,YR,M,Y7,PT,2020,71.2
159,YR,M,Y70,PT,2020,14.2
160,YR,M,Y71,PT,2020,13.5
161,YR,M,Y72,PT,2020,12.8
162,YR,M,Y73,PT,2020,12.2
163,YR,M,Y74,PT,2020,11.5
164,YR,M,Y75,PT,2020,10.9
165,YR,M,Y76,PT,2020,10.2
166,YR,M,Y77,PT,2020,9.6
167,YR,M,Y78,PT,2020,9.0
168,YR,M,Y79,PT,2020,8.4
169,YR,M,Y8,PT,2020,70.2
170,YR,M,Y80,PT,2020,7.9
171,YR,M,Y81,PT,2020,7.3
172,YR,M,Y82,PT,2020,6.8
173,YR,M,Y83,PT,2020,6.3
174,YR,M,Y84,PT,2020,5.8
175,YR,M,Y9,PT,2020,69.3
176,YR,M,Y_GE85,PT,2020,5.4
177,YR,M,Y_LT1,PT,2020,78.0
178,YR,T,Y1,PT,2020,80.3
179,YR,T,Y10,PT,2020,71.4
180,YR,T,Y11,PT,2020,70.4
181,YR,T,Y12,PT,2020,69.4
182,YR,T,Y13,PT,2020,68.4
183,YR,T,Y14,PT,2020,67.4
184,YR,T,Y15,PT,2020,66.4
185,YR,T,Y16,PT,2020,65.4
186,YR,T,Y17,PT,2020,64.5
187,YR,T,Y18,PT,2020,63.5
188,YR,T,Y19,PT,2020,62.5
189,YR,T,Y2,PT,2020,79.3
190,YR,T,Y20,PT,2020,61.5
191,YR,T,Y21,PT,2020,60.5
192,YR,T,Y22,PT,2020,59.5
193,YR,T,Y23,PT,2020,58.6
194,YR,T,Y24,PT,2020,57.6
195,YR,T,Y25,PT,2020,56.6
196,YR,T,Y26,PT,2020,55.6
197,YR,T,Y27,PT,2020,54.7
198,YR,T,Y28,PT,2020,53.7
199,YR,T,Y29,PT,2020,52.7
200,YR,T,Y3,PT,2020,78.4
201,YR,T,Y30,PT,2020,51.7
202,YR,T,Y31,PT,2020,50.7
203,YR,T,Y32,PT,2020,49.8
204,YR,T,Y33,PT,2020,48.8
205,YR,T,Y34,PT,2020,47.8
206,YR,T,Y35,PT,2020,46.9
207,YR,T,Y36,PT,2020,45.9
208,YR,T,Y37,PT,2020,44.9
209,YR,T,Y38,PT,2020,44.0
210,YR,T,Y39,PT,2020,43.0
211,YR,T,Y4,PT,2020,77.4
212,YR,T,Y40,PT,2020,42.0
213,YR,T,Y41,PT,2020,41.1
214,YR,T,Y42,PT,2020,40.1
215,YR,T,Y43,PT,2020,39.2
216,YR,T,Y44,PT,2020,38.2
217,YR,T,Y45,PT,2020,37.3
218,YR,T,Y46,PT,2020,36.4
219,YR,T,Y47,PT,2020,35.4
220,YR,T,Y48,PT,2020,34.5
221,YR,T,Y49,PT,2020,33.6
222,YR,T,Y5,PT,2020,76.4
223,YR,T,Y50,PT,2020,32.7
224,YR,T,Y51,PT,2020,31.8
225,YR,T,Y52,PT,2020,30.9
226,YR,T,Y53,PT,2020,30.0
227,YR,T,Y54,PT,2020,29.1
228,YR,T,Y55,PT,2020,28.2
229,YR,T,Y56,PT,2020,27.4
230,YR,T,Y57,PT,2020,26.5
231,YR,T,Y58,PT,2020,25.6
232,YR,T,Y59,PT,2020,24.8
233,YR,T,Y6,PT,2020,75.4
234,YR,T,Y60,PT,2020,23.9
235,YR,T,Y61,PT,2020,23.1
236,YR,T,Y62,PT,2020,22.3
237,YR,T,Y63,PT,2020,21.5
238,YR,T,Y64,PT,2020,20.6
239,YR,T,Y65,PT,2020,19.8
240,YR,T,Y66,PT,2020,19.0
241,YR,T,Y67,PT,2020,18.3
242,YR,T,Y68,PT,2020,17.5
243,YR,T,Y69,PT,2020,16.7
244,YR,T,Y7,PT,2020,74.4
245,YR,T,Y70,PT,2020,15.9
246,YR,T,Y71,PT,2020,15.1
247,YR,T,Y72,PT,2020,14.4
248,YR,T,Y73,PT,2020,13.6
249,YR,T,Y74,PT,2020,12.9
250,YR,T,Y75,PT,2020,12.2
251,YR,T,Y76,PT,2020,11.5
252,YR,T,Y77,PT,2020,10.8
253,YR,T,Y78,PT,2020,10.2
254,YR,T,Y79,PT,2020,9.5
255,YR,T,Y8,PT,2020,73.4
256,YR,T,Y80,PT,2020,8.9
257,YR,T,Y81,PT,2020,8.3
258,YR,T,Y82,PT,2020,7.7
259,YR,T,Y83,PT,2020,7.2
260,YR,T,Y84,PT,2020,6.7
261,YR,T,Y9,PT,2020,72.4
262,YR,T,Y_GE85,PT,2020,6.2
263,YR,T,Y_LT1,PT,2020,81.1
264,YR,F,Y1,PT,2019,84.0
265,YR,F,Y10,PT,2019,75.1
266,YR,F,Y11,PT,2019,74.1
267,YR,F,Y12,PT,2019,73.1
268,YR,F,Y13,PT,2019,72.1
269,YR,F,Y14,PT,2019,71.1
270,YR,F,Y15,PT,2019,70.1
271,YR,F,Y16,PT,2019,69.1
272,YR,F,Y17,PT,2019,68.1
273,YR,F,Y18,PT,2019,67.2
274,YR,F,Y19,PT,2019,66.2
275,YR,F,Y2,PT,2019,83.0
276,YR,F,Y20,PT,2019,65.2
277,YR,F,Y21,PT,2019,64.2
278,YR,F,Y22,PT,2019,63.2
279,YR,F,Y23,PT,2019,62.2
280,YR,F,Y24,PT,2019,61.2
281,YR,F,Y25,PT,2019,60.2
282,YR,F,Y26,PT,2019,59.3
283,YR,F,Y27,PT,2019,58.3
284,YR,F,Y28,PT,2019,57.3
285,YR,F,Y29,PT,2019,56.3
286,YR,F,Y3,PT,2019,82.1
287,YR,F,Y30,PT,2019,55.3
288,YR,F,Y31,PT,2019,54.3
289,YR,F,Y32,PT,2019,53.3
290,YR,F,Y33,PT,2019,52.4
291,YR,F,Y34,PT,2019,51.4
292,YR,F,Y35,PT,2019,50.4
293,YR,F,Y36,PT,2019,49.4
294,YR,F,Y37,PT,2019,48.5
295,YR,F,Y38,PT,2019,47.5
296,YR,F,Y39,PT,2019,46.5
297,YR,F,Y4,PT,2019,81.1
298,YR,F,Y40,PT,2019,45.5
299,YR,F,Y41,PT,2019,44.6
300,YR,F,Y42,PT,2019,43.6
301,YR,F,Y43,PT,2019,42.6
302,YR,F,Y44,PT,2019,41.7
303,YR,F,Y45,PT,2019,40.7
304,YR,F,Y46,PT,2019,39.8
305,YR,F,Y47,PT,2019,38.8
306,YR,F,Y48,PT,2019,37.9
307,YR,F,Y49,PT,2019,36.9
308,YR,F,Y5,PT,2019,80.1
309,YR,F,Y50,PT,2019,36.0
310,YR,F,Y51,PT,2019,35.0
311,YR,F,Y52,PT,2019,34.1
312,YR,F,Y53,PT,2019,33.2
313,YR,F,Y54,PT,2019,32.2
314,YR,F,Y55,PT,2019,31.3
315,YR,F,Y56,PT,2019,30.4
316,YR,F,Y57,PT,2019,29.5
317,YR,F,Y58,PT,2019,28.6
318,YR,F,Y59,PT,2019,27.7
319,YR,F,Y6,PT,2019,79.1
320,YR,F,Y60,PT,2019,26.8
321,YR,F,Y61,PT,2019,25.9
322,YR,F,Y62,PT,2019,25.0
323,YR,F,Y63,PT,2019,24.1
324,YR,F,Y64,PT,2019,23.2
325,YR,F,Y65,PT,2019,22.3
326,YR,F,Y66,PT,2019,21.5
327,YR,F,Y67,PT,2019,20.6
328,YR,F,Y68,PT,2019,19.7
329,YR,F,Y69,PT,2019,18.8
330,YR,F,Y7,PT,2019,78.1
331,YR,F,Y70,PT,2019,18.0
332,YR,F,Y71,PT,2019,17.2
333,YR,F,Y72,PT,2019,16.3
334,YR,F,Y73,PT,2019,15.5
335,YR,F,Y74,PT,2019,14.7
336,YR,F,Y75,PT,2019,13.9
337,YR,F,Y76,PT,2019,13.1
338,YR,F,Y77,PT,2019,12.4
339,YR,F,Y78,PT,2019,11.7
340,YR,F,Y79,PT,2019,10.9
341,YR,F,Y8,PT,2019,77.1
342,YR,F,Y80,PT,2019,10.2
343,YR,F,Y81,PT,2019,9.6
344,YR,F,Y82,PT,2019,9.0
345,YR,F,Y83,PT,2019,8.3
346,YR,F,Y84,PT,2019,7.8
347,YR,F,Y9,PT,2019,76.1
348,YR,F,Y_GE85,PT,2019,7.2
349,YR,F,Y_LT1,PT,2019,84.8
350,YR,M,Y1,PT,2019,78.0
351,YR,M,Y10,PT,2019,69.1
352,YR,M,Y11,PT,2019,68.1
353,YR,M,Y12,PT,2019,67.1
354,YR,M,Y13,PT,2019,66.1
355,YR,M,Y14,PT,2019,65.1
356,YR,M,Y15,PT,2019,64.1
357,YR,M,Y16,PT,2019,63.1
358,YR,M,Y17,PT,2019,62.1
359,YR,M,Y18,PT,2019,61.1
360,YR,M,Y19,PT,2019,60.2
361,YR,M,Y2,PT,2019,77.0
362,YR,M,Y20,PT,2019,59.2
363,YR,M,Y21,PT,2019,58.2
364,YR,M,Y22,PT,2019,57.2
365,YR,M,Y23,PT,2019,56.3
366,YR,M,Y24,PT,2019,55.3
367,YR,M,Y25,PT,2019,54.3
368,YR,M,Y26,PT,2019,53.3
369,YR,M,Y27,PT,2019,52.4
370,YR,M,Y28,PT,2019,51.4
371,YR,M,Y29,PT,2019,50.4
372,YR,M,Y3,PT,2019,76.0
373,YR,M,Y30,PT,2019,49.5
374,YR,M,Y31,PT,2019,48.5
375,YR,M,Y32,PT,2019,47.5
376,YR,M,Y33,PT,2019,46.6
377,YR,M,Y34,PT,2019,45.6
378,YR,M,Y35,PT,2019,44.6
379,YR,M,Y36,PT,2019,43.7
380,YR,M,Y37,PT,2019,42.7
381,YR,M,Y38,PT,2019,41.8
382,YR,M,Y39,PT,2019,40.8
383,YR,M,Y4,PT,2019,75.0
384,YR,M,Y40,PT,2019,39.8
385,YR,M,Y41,PT,2019,38.9
386,YR,M,Y42,PT,2019,38.0
387,YR,M,Y43,PT,2019,37.0
388,YR,M,Y44,PT,2019,36.1
389,YR,M,Y45,PT,2019,35.1
390,YR,M,Y46,PT,2019,34.2
391,YR,M,Y47,PT,2019,33.3
392,YR,M,Y48,PT,2019,32.4
393,YR,M,Y49,PT,2019,31.5
394,YR,M,Y5,PT,2019,74.0
395,YR,M,Y50,PT,2019,30.6
396,YR,M,Y51,PT,2019,29.7
397,YR,M,Y52,PT,2019,28.9
398,YR,M,Y53,PT,2019,28.0
399,YR,M,Y54,PT,2019,27.2
400,YR,M,Y55,PT,2019,26.3
401,YR,M,Y56,PT,2019,25.5
402,YR,M,Y57,PT,2019,24.7
403,YR,M,Y58,PT,2019,23.9
404,YR,M,Y59,PT,2019,23.0
405,YR,M,Y6,PT,2019,73.0
406,YR,M,Y60,PT,2019,22.2
407,YR,M,Y61,PT,2019,21.5
408,YR,M,Y62,PT,2019,20.7
409,YR,M,Y63,PT,2019,19.9
410,YR,M,Y64,PT,2019,19.2
411,YR,M,Y65,PT,2019,18.5
412,YR,M,Y66,PT,2019,17.7
413,YR,M,Y67,PT,2019,17.0
414,YR,M,Y68,PT,2019,16.3
415,YR,M,Y69,PT,2019,15.5
416,YR,M,Y7,PT,2019,72.0
417,YR,M,Y70,PT,2019,14.8
418,YR,M,Y71,PT,2019,14.1
419,YR,M,Y72,PT,2019,13.4
420,YR,M,Y73,PT,2019,12.7
421,YR,M,Y74,PT,2019,12.1
422,YR,M,Y75,PT,2019,11.4
423,YR,M,Y76,PT,2019,10.8
424,YR,M,Y77,PT,2019,10.2
425,YR,M,Y78,PT,2019,9.5
426,YR,M,Y79,PT,2019,8.9
427,YR,M,Y8,PT,2019,71.0
428,YR,M,Y80,PT,2019,8.4
429,YR,M,Y81,PT,2019,7.8
430,YR,M,Y82,PT,2019,7.3
431,YR,M,Y83,PT,2019,6.8
432,YR,M,Y84,PT,2019,6.3
433,YR,M,Y9,PT,2019,70.1
434,YR,M,Y_GE85,PT,2019,5.9
435,YR,M,Y_LT1,PT,2019,78.7
436,YR,T,Y1,PT,2019,81.1
437,YR,T,Y10,PT,2019,72.2
438,YR,T,Y11,PT,2019,71.2
439,YR,T,Y12,PT,2019,70.2
440,YR,T,Y13,PT,2019,69.2
441,YR,T,Y14,PT,2019,68.2
442,YR,T,Y15,PT,2019,67.2
443,YR,T,Y16,PT,2019,66.2
444,YR,T,Y17,PT,2019,65.2
445,YR,T,Y18,PT,2019,64.3
446,YR,T,Y19,PT,2019,63.3
447,YR,T,Y2,PT,2019,80.1
448,YR,T,Y20,PT,2019,62.3
449,YR,T,Y21,PT,2019,61.3
450,YR,T,Y22,PT,2019,60.3
451,YR,T,Y23,PT,2019,59.3
452,YR,T,Y24,PT,2019,58.4
453,YR,T,Y25,PT,2019,57.4
454,YR,T,Y26,PT,2019,56.4
455,YR,T,Y27,PT,2019,55.4
456,YR,T,Y28,PT,2019,54.5
457,YR,T,Y29,PT,2019,53.5
458,YR,T,Y3,PT,2019,79.1
459,YR,T,Y30,PT,2019,52.5
460,YR,T,Y31,PT,2019,51.5
461,YR,T,Y32,PT,2019,50.6
462,YR,T,Y33,PT,2019,49.6
463,YR,T,Y34,PT,2019,48.6
464,YR,T,Y35,PT,2019,47.6
465,YR,T,Y36,PT,2019,46.7
466,YR,T,Y37,PT,2019,45.7
467,YR,T,Y38,PT,2019,44.7
468,YR,T,Y39,PT,2019,43.8
469,YR,T,Y4,PT,2019,78.2
470,YR,T,Y40,PT,2019,42.8
471,YR,T,Y41,PT,2019,41.9
472,YR,T,Y42,PT,2019,40.9
473,YR,T,Y43,PT,2019,39.9
474,YR,T,Y44,PT,2019,39.0
475,YR,T,Y45,PT,2019,38.0
476,YR,T,Y46,PT,2019,37.1
477,YR,T,Y47,PT,2019,36.2
478,YR,T,Y48,PT,2019,35.3
479,YR,T,Y49,PT,2019,34.3
480,YR,T,Y5,PT,2019,77.2
481,YR,T,Y50,PT,2019,33.4
482,YR,T,Y51,PT,2019,32.5
483,YR,T,Y52,PT,2019,31.6
484,YR,T,Y53,PT,2019,30.7
485,YR,T,Y54,PT,2019,29.8
486,YR,T,Y55,PT,2019,29.0
487,YR,T,Y56,PT,2019,28.1
488,YR,T,Y57,PT,2019,27.2
489,YR,T,Y58,PT,2019,26.4
490,YR,T,Y59,PT,2019,25.5
491,YR,T,Y6,PT,2019,76.2
492,YR,T,Y60,PT,2019,24.7
493,YR,T,Y61,PT,2019,23.8
494,YR,T,Y62,PT,2019,23.0
495,YR,T,Y63,PT,2019,22.2
496,YR,T,Y64,PT,2019,21.4
497,YR,T,Y65,PT,2019,20.6
498,YR,T,Y66,PT,2019,19.8
499,YR,T,Y67,PT,2019,19.0
500,YR,T,Y68,PT,2019,18.2
501,YR,T,Y69,PT,2019,17.4
502,YR,T,Y7,PT,2019,75.2
503,YR,T,Y70,PT,2019,16.6
504,YR,T,Y71,PT,2019,15.8
505,YR,T,Y72,PT,2019,15.1
506,YR,T,Y73,PT,2019,14.3
507,YR,T,Y74,PT,2019,13.6
508,YR,T,Y75,PT,2019,12.9
509,YR,T,Y76,PT,2019,12.1
510,YR,T,Y77,PT,2019,11.5
511,YR,T,Y78,PT,2019,10.8
512,YR,T,Y79,PT,2019,10.1
513,YR,T,Y8,PT,2019,74.2
514,YR,T,Y80,PT,2019,9.5
515,YR,T,Y81,PT,2019,8.9
516,YR,T,Y82,PT,2019,8.3
517,YR,T,Y83,PT,2019,7.7
518,YR,T,Y84,PT,2019,7.2
519,YR,T,Y9,PT,2019,73.2
520,YR,T,Y_GE85,PT,2019,6.7
521,YR,T,Y_LT1,PT,2019,81.9
522,YR,F,Y1,PT,2018,83.7
523,YR,F,Y10,PT,2018,74.8
524,YR,F,Y11,PT,2018,73.9
525,YR,F,Y12,PT,2018,72.9
526,YR,F,Y13,PT,2018,71.9
527,YR,F,Y14,PT,2018,70.9
528,YR,F,Y15,PT,2018,69.9
529,YR,F,Y16,PT,2018,68.9
530,YR,F,Y17,PT,2018,67.9
531,YR,F,Y18,PT,2018,66.9
532,YR,F,Y19,PT,2018,65.9
533,YR,F,Y2,PT,2018,82.8
534,YR,F,Y20,PT,2018,64.9
535,YR,F,Y21,PT,2018,63.9
536,YR,F,Y22,PT,2018,62.9
537,YR,F,Y23,PT,2018,62.0
538,YR,F,Y24,PT,2018,61.0
539,YR,F,Y25,PT,2018,60.0
540,YR,F,Y26,PT,2018,59.0
541,YR,F,Y27,PT,2018,58.0
542,YR,F,Y28,PT,2018,57.0
543,YR,F,Y29,PT,2018,56.1
544,YR,F,Y3,PT,2018,81.8
545,YR,F,Y30,PT,2018,55.1
546,YR,F,Y31,PT,2018,54.1
547,YR,F,Y32,PT,2018,53.1
548,YR,F,Y33,PT,2018,52.1
549,YR,F,Y34,PT,2018,51.1
550,YR,F,Y35,PT,2018,50.2
551,YR,F,Y36,PT,2018,49.2
552,YR,F,Y37,PT,2018,48.2
553,YR,F,Y38,PT,2018,47.2
554,YR,F,Y39,PT,2018,46.3
555,YR,F,Y4,PT,2018,80.8
556,YR,F,Y40,PT,2018,45.3
557,YR,F,Y41,PT,2018,44.3
558,YR,F,Y42,PT,2018,43.3
559,YR,F,Y43,PT,2018,42.4
560,YR,F,Y44,PT,2018,41.4
561,YR,F,Y45,PT,2018,40.5
562,YR,F,Y46,PT,2018,39.5
563,YR,F,Y47,PT,2018,38.6
564,YR,F,Y48,PT,2018,37.6
565,YR,F,Y49,PT,2018,36.7
566,YR,F,Y5,PT,2018,79.8
567,YR,F,Y50,PT,2018,35.7
568,YR,F,Y51,PT,2018,34.8
569,YR,F,Y52,PT,2018,33.9
570,YR,F,Y53,PT,2018,32.9
571,YR,F,Y54,PT,2018,32.0
572,YR,F,Y55,PT,2018,31.1
573,YR,F,Y56,PT,2018,30.2
574,YR,F,Y57,PT,2018,29.2
575,YR,F,Y58,PT,2018,28.3
576,YR,F,Y59,PT,2018,27.4
577,YR,F,Y6,PT,2018,78.8
578,YR,F,Y60,PT,2018,26.5
579,YR,F,Y61,PT,2018,25.6
580,YR,F,Y62,PT,2018,24.7
581,YR,F,Y63,PT,2018,23.8
582,YR,F,Y64,PT,2018,22.9
583,YR,F,Y65,PT,2018,22.0
584,YR,F,Y66,PT,2018,21.2
585,YR,F,Y67,PT,2018,20.3
586,YR,F,Y68,PT,2018,19.4
587,YR,F,Y69,PT,2018,18.6
588,YR,F,Y7,PT,2018,77.8
589,YR,F,Y70,PT,2018,17.7
590,YR,F,Y71,PT,2018,16.9
591,YR,F,Y72,PT,2018,16.0
592,YR,F,Y73,PT,2018,15.2
593,YR,F,Y74,PT,2018,14.4
594,YR,F,Y75,PT,2018,13.6
595,YR,F,Y76,PT,2018,12.9
596,YR,F,Y77,PT,2018,12.1
597,YR,F,Y78,PT,2018,11.4
598,YR,F,Y79,PT,2018,10.7
599,YR,F,Y8,PT,2018,76.8
600,YR,F,Y80,PT,2018,10.0
601,YR,F,Y81,PT,2018,9.3
602,YR,F,Y82,PT,2018,8.7
603,YR,F,Y83,PT,2018,8.1
604,YR,F,Y84,PT,2018,7.5
605,YR,F,Y9,PT,2018,75.8
606,YR,F,Y_GE85,PT,2018,7.0
607,YR,F,Y_LT1,PT,2018,84.5
608,YR,M,Y1,PT,2018,77.6
609,YR,M,Y10,PT,2018,68.7
610,YR,M,Y11,PT,2018,67.7
611,YR,M,Y12,PT,2018,66.7
612,YR,M,Y13,PT,2018,65.7
613,YR,M,Y14,PT,2018,64.7
614,YR,M,Y15,PT,2018,63.7
615,YR,M,Y16,PT,2018,62.7
616,YR,M,Y17,PT,2018,61.7
617,YR,M,Y18,PT,2018,60.8
618,YR,M,Y19,PT,2018,59.8
619,YR,M,Y2,PT,2018,76.6
620,YR,M,Y20,PT,2018,58.8
621,YR,M,Y21,PT,2018,57.8
622,YR,M,Y22,PT,2018,56.9
623,YR,M,Y23,PT,2018,55.9
624,YR,M,Y24,PT,2018,54.9
625,YR,M,Y25,PT,2018,53.9
626,YR,M,Y26,PT,2018,53.0
627,YR,M,Y27,PT,2018,52.0
628,YR,M,Y28,PT,2018,51.0
629,YR,M,Y29,PT,2018,50.0
630,YR,M,Y3,PT,2018,75.6
631,YR,M,Y30,PT,2018,49.1
632,YR,M,Y31,PT,2018,48.1
633,YR,M,Y32,PT,2018,47.1
634,YR,M,Y33,PT,2018,46.2
635,YR,M,Y34,PT,2018,45.2
636,YR,M,Y35,PT,2018,44.2
637,YR,M,Y36,PT,2018,43.3
638,YR,M,Y37,PT,2018,42.3
639,YR,M,Y38,PT,2018,41.4
640,YR,M,Y39,PT,2018,40.4
641,YR,M,Y4,PT,2018,74.7
642,YR,M,Y40,PT,2018,39.4
643,YR,M,Y41,PT,2018,38.5
644,YR,M,Y42,PT,2018,37.5
645,YR,M,Y43,PT,2018,36.6
646,YR,M,Y44,PT,2018,35.7
647,YR,M,Y45,PT,2018,34.8
648,YR,M,Y46,PT,2018,33.9
649,YR,M,Y47,PT,2018,33.0
650,YR,M,Y48,PT,2018,32.1
651,YR,M,Y49,PT,2018,31.2
652,YR,M,Y5,PT,2018,73.7
653,YR,M,Y50,PT,2018,30.3
654,YR,M,Y51,PT,2018,29.4
655,YR,M,Y52,PT,2018,28.6
656,YR,M,Y53,PT,2018,27.7
657,YR,M,Y54,PT,2018,26.9
658,YR,M,Y55,PT,2018,26.0
659,YR,M,Y56,PT,2018,25.2
660,YR,M,Y57,PT,2018,24.4
661,YR,M,Y58,PT,2018,23.6
662,YR,M,Y59,PT,2018,22.8
