,unit,sex,age,region,year,value
8509,YR,T,Y78,PT,1988,7.4
8510,YR,T,Y79,PT,1988,6.9
8511,YR,T,Y8,PT,1988,67.2
8512,YR,T,Y80,PT,1988,6.4
8513,YR,T,Y81,PT,1988,6.0
8514,YR,T,Y82,PT,1988,5.6
8515,YR,T,Y83,PT,1988,5.2
8516,YR,T,Y84,PT,1988,4.8
8517,YR,T,Y9,PT,1988,66.2
8518,YR,T,Y_GE85,PT,1988,4.5
8519,YR,T,Y_LT1,PT,1988,73.8
8520,YR,F,Y1,PT,1987,77.2
8521,YR,F,Y10,PT,1987,68.5
8522,YR,F,Y11,PT,1987,67.6
8523,YR,F,Y12,PT,1987,66.6
8524,YR,F,Y13,PT,1987,65.6
8525,YR,F,Y14,PT,1987,64.6
8526,YR,F,Y15,PT,1987,63.6
8527,YR,F,Y16,PT,1987,62.7
8528,YR,F,Y17,PT,1987,61.7
8529,YR,F,Y18,PT,1987,60.7
8530,YR,F,Y19,PT,1987,59.7
8531,YR,F,Y2,PT,1987,76.3
8532,YR,F,Y20,PT,1987,58.8
8533,YR,F,Y21,PT,1987,57.8
8534,YR,F,Y22,PT,1987,56.8
8535,YR,F,Y23,PT,1987,55.9
8536,YR,F,Y24,PT,1987,54.9
8537,YR,F,Y25,PT,1987,53.9
8538,YR,F,Y26,PT,1987,52.9
8539,YR,F,Y27,PT,1987,52.0
8540,YR,F,Y28,PT,1987,51.0
8541,YR,F,Y29,PT,1987,50.0
8542,YR,F,Y3,PT,1987,75.3
8543,YR,F,Y30,PT,1987,49.1
8544,YR,F,Y31,PT,1987,48.1
8545,YR,F,Y32,PT,1987,47.1
8546,YR,F,Y33,PT,1987,46.2
8547,YR,F,Y34,PT,1987,45.2
8548,YR,F,Y35,PT,1987,44.2
8549,YR,F,Y36,PT,1987,43.3
8550,YR,F,Y37,PT,1987,42.3
8551,YR,F,Y38,PT,1987,41.4
8552,YR,F,Y39,PT,1987,40.4
8553,YR,F,Y4,PT,1987,74.4
8554,YR,F,Y40,PT,1987,39.5
8555,YR,F,Y41,PT,1987,38.6
8556,YR,F,Y42,PT,1987,37.6
8557,YR,F,Y43,PT,1987,36.7
8558,YR,F,Y44,PT,1987,35.8
8559,YR,F,Y45,PT,1987,34.8
8560,YR,F,Y46,PT,1987,33.9
8561,YR,F,Y47,PT,1987,33.0
8562,YR,F,Y48,PT,1987,32.1
8563,YR,F,Y49,PT,1987,31.2
8564,YR,F,Y5,PT,1987,73.4
8565,YR,F,Y50,PT,1987,30.2
8566,YR,F,Y51,PT,1987,29.3
8567,YR,F,Y52,PT,1987,28.5
8568,YR,F,Y53,PT,1987,27.6
8569,YR,F,Y54,PT,1987,26.7
8570,YR,F,Y55,PT,1987,25.8
8571,YR,F,Y56,PT,1987,24.9
8572,YR,F,Y57,PT,1987,24.0
8573,YR,F,Y58,PT,1987,23.1
8574,YR,F,Y59,PT,1987,22.3
8575,YR,F,Y6,PT,1987,72.5
8576,YR,F,Y60,PT,1987,21.4
8577,YR,F,Y61,PT,1987,20.6
8578,YR,F,Y62,PT,1987,19.7
8579,YR,F,Y63,PT,1987,18.9
8580,YR,F,Y64,PT,1987,18.1
8581,YR,F,Y65,PT,1987,17.3
8582,YR,F,Y66,PT,1987,16.4
8583,YR,F,Y67,PT,1987,15.6
8584,YR,F,Y68,PT,1987,14.9
8585,YR,F,Y69,PT,1987,14.1
8586,YR,F,Y7,PT,1987,71.5
8587,YR,F,Y70,PT,1987,13.3
8588,YR,F,Y71,PT,1987,12.6
8589,YR,F,Y72,PT,1987,11.9
8590,YR,F,Y73,PT,1987,11.2
8591,YR,F,Y74,PT,1987,10.5
8592,YR,F,Y75,PT,1987,9.8
8593,YR,F,Y76,PT,1987,9.2
8594,YR,F,Y77,PT,1987,8.6
8595,YR,F,Y78,PT,1987,8.0
8596,YR,F,Y79,PT,1987,7.4
8597,YR,F,Y8,PT,1987,70.5
8598,YR,F,Y80,PT,1987,6.9
8599,YR,F,Y81,PT,1987,6.4
8600,YR,F,Y82,PT,1987,6.0
8601,YR,F,Y83,PT,1987,5.6
8602,YR,F,Y84,PT,1987,5.2
8603,YR,F,Y9,PT,1987,69.5
8604,YR,F,Y_GE85,PT,1987,4.8
8605,YR,F,Y_LT1,PT,1987,77.2
8606,YR,M,Y1,PT,1987,70.4
8607,YR,M,Y10,PT,1987,61.9
8608,YR,M,Y11,PT,1987,60.9
8609,YR,M,Y12,PT,1987,59.9
8610,YR,M,Y13,PT,1987,58.9
8611,YR,M,Y14,PT,1987,58.0
8612,YR,M,Y15,PT,1987,57.0
8613,YR,M,Y16,PT,1987,56.1
8614,YR,M,Y17,PT,1987,55.1
8615,YR,M,Y18,PT,1987,54.2
8616,YR,M,Y19,PT,1987,53.3
8617,YR,M,Y2,PT,1987,69.5
8618,YR,M,Y20,PT,1987,52.4
8619,YR,M,Y21,PT,1987,51.5
8620,YR,M,Y22,PT,1987,50.6
8621,YR,M,Y23,PT,1987,49.7
8622,YR,M,Y24,PT,1987,48.8
8623,YR,M,Y25,PT,1987,47.9
8624,YR,M,Y26,PT,1987,46.9
8625,YR,M,Y27,PT,1987,46.0
8626,YR,M,Y28,PT,1987,45.1
8627,YR,M,Y29,PT,1987,44.2
8628,YR,M,Y3,PT,1987,68.6
8629,YR,M,Y30,PT,1987,43.3
8630,YR,M,Y31,PT,1987,42.4
8631,YR,M,Y32,PT,1987,41.4
8632,YR,M,Y33,PT,1987,40.5
8633,YR,M,Y34,PT,1987,39.6
8634,YR,M,Y35,PT,1987,38.7
8635,YR,M,Y36,PT,1987,37.8
8636,YR,M,Y37,PT,1987,36.8
8637,YR,M,Y38,PT,1987,35.9
8638,YR,M,Y39,PT,1987,35.0
8639,YR,M,Y4,PT,1987,67.7
8640,YR,M,Y40,PT,1987,34.1
8641,YR,M,Y41,PT,1987,33.2
8642,YR,M,Y42,PT,1987,32.3
8643,YR,M,Y43,PT,1987,31.4
8644,YR,M,Y44,PT,1987,30.5
8645,YR,M,Y45,PT,1987,29.6
8646,YR,M,Y46,PT,1987,28.7
8647,YR,M,Y47,PT,1987,27.9
8648,YR,M,Y48,PT,1987,27.0
8649,YR,M,Y49,PT,1987,26.2
8650,YR,M,Y5,PT,1987,66.7
8651,YR,M,Y50,PT,1987,25.3
8652,YR,M,Y51,PT,1987,24.5
8653,YR,M,Y52,PT,1987,23.7
8654,YR,M,Y53,PT,1987,22.9
8655,YR,M,Y54,PT,1987,22.1
8656,YR,M,Y55,PT,1987,21.3
8657,YR,M,Y56,PT,1987,20.5
8658,YR,M,Y57,PT,1987,19.8
8659,YR,M,Y58,PT,1987,19.0
8660,YR,M,Y59,PT,1987,18.3
8661,YR,M,Y6,PT,1987,65.8
8662,YR,M,Y60,PT,1987,17.5
8663,YR,M,Y61,PT,1987,16.8
8664,YR,M,Y62,PT,1987,16.1
8665,YR,M,Y63,PT,1987,15.4
8666,YR,M,Y64,PT,1987,14.7
8667,YR,M,Y65,PT,1987,14.0
8668,YR,M,Y66,PT,1987,13.3
8669,YR,M,Y67,PT,1987,12.7
8670,YR,M,Y68,PT,1987,12.0
8671,YR,M,Y69,PT,1987,11.3
8672,YR,M,Y7,PT,1987,64.8
8673,YR,M,Y70,PT,1987,10.7
8674,YR,M,Y71,PT,1987,10.2
8675,YR,M,Y72,PT,1987,9.6
8676,YR,M,Y73,PT,1987,9.0
8677,YR,M,Y74,PT,1987,8.5
8678,YR,M,Y75,PT,1987,8.0
8679,YR,M,Y76,PT,1987,7.5
8680,YR,M,Y77,PT,1987,7.0
8681,YR,M,Y78,PT,1987,6.6
8682,YR,M,Y79,PT,1987,6.1
8683,YR,M,Y8,PT,1987,63.8
8684,YR,M,Y80,PT,1987,5.7
8685,YR,M,Y81,PT,1987,5.3
8686,YR,M,Y82,PT,1987,4.9
8687,YR,M,Y83,PT,1987,4.6
8688,YR,M,Y84,PT,1987,4.3
8689,YR,M,Y9,PT,1987,62.8
8690,YR,M,Y_GE85,PT,1987,3.9
8691,YR,M,Y_LT1,PT,1987,70.3
8692,YR,T,Y1,PT,1987,73.9
8693,YR,T,Y10,PT,1987,65.3
8694,YR,T,Y11,PT,1987,64.3
8695,YR,T,Y12,PT,1987,63.3
8696,YR,T,Y13,PT,1987,62.3
8697,YR,T,Y14,PT,1987,61.3
8698,YR,T,Y15,PT,1987,60.4
8699,YR,T,Y16,PT,1987,59.4
8700,YR,T,Y17,PT,1987,58.5
8701,YR,T,Y18,PT,1987,57.5
8702,YR,T,Y19,PT,1987,56.6
8703,YR,T,Y2,PT,1987,73.0
8704,YR,T,Y20,PT,1987,55.6
8705,YR,T,Y21,PT,1987,54.7
8706,YR,T,Y22,PT,1987,53.8
8707,YR,T,Y23,PT,1987,52.8
8708,YR,T,Y24,PT,1987,51.9
8709,YR,T,Y25,PT,1987,51.0
8710,YR,T,Y26,PT,1987,50.0
8711,YR,T,Y27,PT,1987,49.1
8712,YR,T,Y28,PT,1987,48.1
8713,YR,T,Y29,PT,1987,47.2
8714,YR,T,Y3,PT,1987,72.0
8715,YR,T,Y30,PT,1987,46.2
8716,YR,T,Y31,PT,1987,45.3
8717,YR,T,Y32,PT,1987,44.4
8718,YR,T,Y33,PT,1987,43.4
8719,YR,T,Y34,PT,1987,42.5
8720,YR,T,Y35,PT,1987,41.5
8721,YR,T,Y36,PT,1987,40.6
8722,YR,T,Y37,PT,1987,39.7
8723,YR,T,Y38,PT,1987,38.7
8724,YR,T,Y39,PT,1987,37.8
8725,YR,T,Y4,PT,1987,71.1
8726,YR,T,Y40,PT,1987,36.9
8727,YR,T,Y41,PT,1987,36.0
8728,YR,T,Y42,PT,1987,35.1
8729,YR,T,Y43,PT,1987,34.1
8730,YR,T,Y44,PT,1987,33.2
8731,YR,T,Y45,PT,1987,32.3
8732,YR,T,Y46,PT,1987,31.4
8733,YR,T,Y47,PT,1987,30.5
8734,YR,T,Y48,PT,1987,29.7
8735,YR,T,Y49,PT,1987,28.8
8736,YR,T,Y5,PT,1987,70.1
8737,YR,T,Y50,PT,1987,27.9
8738,YR,T,Y51,PT,1987,27.0
8739,YR,T,Y52,PT,1987,26.2
8740,YR,T,Y53,PT,1987,25.3
8741,YR,T,Y54,PT,1987,24.5
8742,YR,T,Y55,PT,1987,23.7
8743,YR,T,Y56,PT,1987,22.8
8744,YR,T,Y57,PT,1987,22.0
8745,YR,T,Y58,PT,1987,21.2
8746,YR,T,Y59,PT,1987,20.4
8747,YR,T,Y6,PT,1987,69.2
8748,YR,T,Y60,PT,1987,19.6
8749,YR,T,Y61,PT,1987,18.8
8750,YR,T,Y62,PT,1987,18.0
8751,YR,T,Y63,PT,1987,17.3
8752,YR,T,Y64,PT,1987,16.5
8753,YR,T,Y65,PT,1987,15.8
8754,YR,T,Y66,PT,1987,15.0
8755,YR,T,Y67,PT,1987,14.3
8756,YR,T,Y68,PT,1987,13.6
8757,YR,T,Y69,PT,1987,12.9
8758,YR,T,Y7,PT,1987,68.2
8759,YR,T,Y70,PT,1987,12.2
8760,YR,T,Y71,PT,1987,11.6
8761,YR,T,Y72,PT,1987,10.9
8762,YR,T,Y73,PT,1987,10.3
8763,YR,T,Y74,PT,1987,9.7
8764,YR,T,Y75,PT,1987,9.1
8765,YR,T,Y76,PT,1987,8.5
8766,YR,T,Y77,PT,1987,8.0
8767,YR,T,Y78,PT,1987,7.4
8768,YR,T,Y79,PT,1987,6.9
8769,YR,T,Y8,PT,1987,67.2
8770,YR,T,Y80,PT,1987,6.5
8771,YR,T,Y81,PT,1987,6.1
8772,YR,T,Y82,PT,1987,5.6
8773,YR,T,Y83,PT,1987,5.2
8774,YR,T,Y84,PT,1987,4.9
8775,YR,T,Y9,PT,1987,66.2
8776,YR,T,Y_GE85,PT,1987,4.5
8777,YR,T,Y_LT1,PT,1987,73.8
8778,YR,F,Y1,PT,1986,76.9
8779,YR,F,Y10,PT,1986,68.3
8780,YR,F,Y11,PT,1986,67.3
8781,YR,F,Y12,PT,1986,66.3
8782,YR,F,Y13,PT,1986,65.3
8783,YR,F,Y14,PT,1986,64.4
8784,YR,F,Y15,PT,1986,63.4
8785,YR,F,Y16,PT,1986,62.4
8786,YR,F,Y17,PT,1986,61.4
8787,YR,F,Y18,PT,1986,60.5
8788,YR,F,Y19,PT,1986,59.5
8789,YR,F,Y2,PT,1986,76.0
8790,YR,F,Y20,PT,1986,58.5
8791,YR,F,Y21,PT,1986,57.6
8792,YR,F,Y22,PT,1986,56.6
8793,YR,F,Y23,PT,1986,55.6
8794,YR,F,Y24,PT,1986,54.6
8795,YR,F,Y25,PT,1986,53.7
8796,YR,F,Y26,PT,1986,52.7
8797,YR,F,Y27,PT,1986,51.7
8798,YR,F,Y28,PT,1986,50.7
8799,YR,F,Y29,PT,1986,49.8
8800,YR,F,Y3,PT,1986,75.1
8801,YR,F,Y30,PT,1986,48.8
8802,YR,F,Y31,PT,1986,47.8
8803,YR,F,Y32,PT,1986,46.9
8804,YR,F,Y33,PT,1986,45.9
8805,YR,F,Y34,PT,1986,44.9
8806,YR,F,Y35,PT,1986,44.0
8807,YR,F,Y36,PT,1986,43.0
8808,YR,F,Y37,PT,1986,42.1
8809,YR,F,Y38,PT,1986,41.1
8810,YR,F,Y39,PT,1986,40.2
8811,YR,F,Y4,PT,1986,74.1
8812,YR,F,Y40,PT,1986,39.2
8813,YR,F,Y41,PT,1986,38.3
8814,YR,F,Y42,PT,1986,37.3
8815,YR,F,Y43,PT,1986,36.4
8816,YR,F,Y44,PT,1986,35.5
8817,YR,F,Y45,PT,1986,34.5
8818,YR,F,Y46,PT,1986,33.6
8819,YR,F,Y47,PT,1986,32.7
8820,YR,F,Y48,PT,1986,31.7
8821,YR,F,Y49,PT,1986,30.8
8822,YR,F,Y5,PT,1986,73.2
8823,YR,F,Y50,PT,1986,29.9
8824,YR,F,Y51,PT,1986,29.0
8825,YR,F,Y52,PT,1986,28.1
8826,YR,F,Y53,PT,1986,27.2
8827,YR,F,Y54,PT,1986,26.3
8828,YR,F,Y55,PT,1986,25.5
8829,YR,F,Y56,PT,1986,24.6
8830,YR,F,Y57,PT,1986,23.7
8831,YR,F,Y58,PT,1986,22.9
8832,YR,F,Y59,PT,1986,22.0
8833,YR,F,Y6,PT,1986,72.2
8834,YR,F,Y60,PT,1986,21.2
8835,YR,F,Y61,PT,1986,20.3
8836,YR,F,Y62,PT,1986,19.5
8837,YR,F,Y63,PT,1986,18.6
8838,YR,F,Y64,PT,1986,17.8
8839,YR,F,Y65,PT,1986,17.0
8840,YR,F,Y66,PT,1986,16.2
8841,YR,F,Y67,PT,1986,15.4
8842,YR,F,Y68,PT,1986,14.6
8843,YR,F,Y69,PT,1986,13.9
8844,YR,F,Y7,PT,1986,71.2
8845,YR,F,Y70,PT,1986,13.1
8846,YR,F,Y71,PT,1986,12.4
8847,YR,F,Y72,PT,1986,11.7
8848,YR,F,Y73,PT,1986,11.0
8849,YR,F,Y74,PT,1986,10.3
8850,YR,F,Y75,PT,1986,9.7
8851,YR,F,Y76,PT,1986,9.0
8852,YR,F,Y77,PT,1986,8.4
8853,YR,F,Y78,PT,1986,7.9
8854,YR,F,Y79,PT,1986,7.3
8855,YR,F,Y8,PT,1986,70.2
8856,YR,F,Y80,PT,1986,6.8
8857,YR,F,Y81,PT,1986,6.4
8858,YR,F,Y82,PT,1986,5.9
8859,YR,F,Y83,PT,1986,5.4
8860,YR,F,Y84,PT,1986,5.0
8861,YR,F,Y9,PT,1986,69.3
8862,YR,F,Y_GE85,PT,1986,4.7
8863,YR,F,Y_LT1,PT,1986,76.8
8864,YR,M,Y1,PT,1986,70.2
8865,YR,M,Y10,PT,1986,61.6
8866,YR,M,Y11,PT,1986,60.6
8867,YR,M,Y12,PT,1986,59.6
8868,YR,M,Y13,PT,1986,58.7
8869,YR,M,Y14,PT,1986,57.7
8870,YR,M,Y15,PT,1986,56.7
8871,YR,M,Y16,PT,1986,55.8
8872,YR,M,Y17,PT,1986,54.8
8873,YR,M,Y18,PT,1986,53.9
8874,YR,M,Y19,PT,1986,53.0
8875,YR,M,Y2,PT,1986,69.3
8876,YR,M,Y20,PT,1986,52.1
8877,YR,M,Y21,PT,1986,51.2
8878,YR,M,Y22,PT,1986,50.3
8879,YR,M,Y23,PT,1986,49.4
8880,YR,M,Y24,PT,1986,48.4
8881,YR,M,Y25,PT,1986,47.5
8882,YR,M,Y26,PT,1986,46.6
8883,YR,M,Y27,PT,1986,45.7
8884,YR,M,Y28,PT,1986,44.7
8885,YR,M,Y29,PT,1986,43.8
8886,YR,M,Y3,PT,1986,68.3
8887,YR,M,Y30,PT,1986,42.9
8888,YR,M,Y31,PT,1986,42.0
8889,YR,M,Y32,PT,1986,41.0
8890,YR,M,Y33,PT,1986,40.1
8891,YR,M,Y34,PT,1986,39.2
8892,YR,M,Y35,PT,1986,38.3
8893,YR,M,Y36,PT,1986,37.3
8894,YR,M,Y37,PT,1986,36.4
8895,YR,M,Y38,PT,1986,35.5
8896,YR,M,Y39,PT,1986,34.6
8897,YR,M,Y4,PT,1986,67.4
8898,YR,M,Y40,PT,1986,33.7
8899,YR,M,Y41,PT,1986,32.8
8900,YR,M,Y42,PT,1986,31.9
8901,YR,M,Y43,PT,1986,31.0
8902,YR,M,Y44,PT,1986,30.1
8903,YR,M,Y45,PT,1986,29.3
8904,YR,M,Y46,PT,1986,28.4
8905,YR,M,Y47,PT,1986,27.5
8906,YR,M,Y48,PT,1986,26.7
8907,YR,M,Y49,PT,1986,25.9
8908,YR,M,Y5,PT,1986,66.4
8909,YR,M,Y50,PT,1986,25.0
8910,YR,M,Y51,PT,1986,24.2
8911,YR,M,Y52,PT,1986,23.4
8912,YR,M,Y53,PT,1986,22.6
8913,YR,M,Y54,PT,1986,21.8
8914,YR,M,Y55,PT,1986,21.0
8915,YR,M,Y56,PT,1986,20.3
8916,YR,M,Y57,PT,1986,19.5
8917,YR,M,Y58,PT,1986,18.8
8918,YR,M,Y59,PT,1986,18.0
8919,YR,M,Y6,PT,1986,65.5
8920,YR,M,Y60,PT,1986,17.3
8921,YR,M,Y61,PT,1986,16.6
8922,YR,M,Y62,PT,1986,15.9
8923,YR,M,Y63,PT,1986,15.2
8924,YR,M,Y64,PT,1986,14.5
8925,YR,M,Y65,PT,1986,13.8
8926,YR,M,Y66,PT,1986,13.1
8927,YR,M,Y67,PT,1986,12.5
8928,YR,M,Y68,PT,1986,11.8
8929,YR,M,Y69,PT,1986,11.2
8930,YR,M,Y7,PT,1986,64.5
8931,YR,M,Y70,PT,1986,10.6
8932,YR,M,Y71,PT,1986,10.1
8933,YR,M,Y72,PT,1986,9.5
8934,YR,M,Y73,PT,1986,8.9
8935,YR,M,Y74,PT,1986,8.4
8936,YR,M,Y75,PT,1986,7.9
8937,YR,M,Y76,PT,1986,7.4
8938,YR,M,Y77,PT,1986,6.9
8939,YR,M,Y78,PT,1986,6.5
8940,YR,M,Y79,PT,1986,6.0
8941,YR,M,Y8,PT,1986,63.6
8942,YR,M,Y80,PT,1986,5.6
8943,YR,M,Y81,PT,1986,5.2
8944,YR,M,Y82,PT,1986,4.8
8945,YR,M,Y83,PT,1986,4.5
8946,YR,M,Y84,PT,1986,4.1
8947,YR,M,Y9,PT,1986,62.6
8948,YR,M,Y_GE85,PT,1986,3.8
8949,YR,M,Y_LT1,PT,1986,69.9
8950,YR,T,Y1,PT,1986,73.6
8951,YR,T,Y10,PT,1986,65.0
8952,YR,T,Y11,PT,1986,64.0
8953,YR,T,Y12,PT,1986,63.0
8954,YR,T,Y13,PT,1986,62.1
8955,YR,T,Y14,PT,1986,61.1
8956,YR,T,Y15,PT,1986,60.1
8957,YR,T,Y16,PT,1986,59.1
8958,YR,T,Y17,PT,1986,58.2
8959,YR,T,Y18,PT,1986,57.2
8960,YR,T,Y19,PT,1986,56.3
8961,YR,T,Y2,PT,1986,72.7
8962,YR,T,Y20,PT,1986,55.4
8963,YR,T,Y21,PT,1986,54.4
8964,YR,T,Y22,PT,1986,53.5
8965,YR,T,Y23,PT,1986,52.6
8966,YR,T,Y24,PT,1986,51.6
8967,YR,T,Y25,PT,1986,50.7
8968,YR,T,Y26,PT,1986,49.7
8969,YR,T,Y27,PT,1986,48.8
8970,YR,T,Y28,PT,1986,47.8
8971,YR,T,Y29,PT,1986,46.9
8972,YR,T,Y3,PT,1986,71.8
8973,YR,T,Y30,PT,1986,45.9
8974,YR,T,Y31,PT,1986,45.0
8975,YR,T,Y32,PT,1986,44.0
8976,YR,T,Y33,PT,1986,43.1
8977,YR,T,Y34,PT,1986,42.2
8978,YR,T,Y35,PT,1986,41.2
8979,YR,T,Y36,PT,1986,40.3
8980,YR,T,Y37,PT,1986,39.3
8981,YR,T,Y38,PT,1986,38.4
8982,YR,T,Y39,PT,1986,37.5
8983,YR,T,Y4,PT,1986,70.8
8984,YR,T,Y40,PT,1986,36.5
8985,YR,T,Y41,PT,1986,35.6
8986,YR,T,Y42,PT,1986,34.7
8987,YR,T,Y43,PT,1986,33.8
8988,YR,T,Y44,PT,1986,32.9
8989,YR,T,Y45,PT,1986,32.0
8990,YR,T,Y46,PT,1986,31.1
8991,YR,T,Y47,PT,1986,30.2
8992,YR,T,Y48,PT,1986,29.3
8993,YR,T,Y49,PT,1986,28.5
8994,YR,T,Y5,PT,1986,69.8
8995,YR,T,Y50,PT,1986,27.6
8996,YR,T,Y51,PT,1986,26.7
8997,YR,T,Y52,PT,1986,25.9
8998,YR,T,Y53,PT,1986,25.0
8999,YR,T,Y54,PT,1986,24.2
9000,YR,T,Y55,PT,1986,23.4
9001,YR,T,Y56,PT,1986,22.5
9002,YR,T,Y57,PT,1986,21.7
9003,YR,T,Y58,PT,1986,20.9
9004,YR,T,Y59,PT,1986,20.1
9005,YR,T,Y6,PT,1986,68.9
9006,YR,T,Y60,PT,1986,19.4
9007,YR,T,Y61,PT,1986,18.6
9008,YR,T,Y62,PT,1986,17.8
9009,YR,T,Y63,PT,1986,17.0
9010,YR,T,Y64,PT,1986,16.3
9011,YR,T,Y65,PT,1986,15.6
9012,YR,T,Y66,PT,1986,14.8
9013,YR,T,Y67,PT,1986,14.1
9014,YR,T,Y68,PT,1986,13.4
9015,YR,T,Y69,PT,1986,12.7
9016,YR,T,Y7,PT,1986,67.9
9017,YR,T,Y70,PT,1986,12.0
9018,YR,T,Y71,PT,1986,11.4
9019,YR,T,Y72,PT,1986,10.8
9020,YR,T,Y73,PT,1986,10.2
9021,YR,T,Y74,PT,1986,9.6
9022,YR,T,Y75,PT,1986,9.0
9023,YR,T,Y76,PT,1986,8.4
9024,YR,T,Y77,PT,1986,7.9
9025,YR,T,Y78,PT,1986,7.3
9026,YR,T,Y79,PT,1986,6.9
9027,YR,T,Y8,PT,1986,66.9
9028,YR,T,Y80,PT,1986,6.4
9029,YR,T,Y81,PT,1986,5.9
9030,YR,T,Y82,PT,1986,5.5
9031,YR,T,Y83,PT,1986,5.1
9032,YR,T,Y84,PT,1986,4.7
9033,YR,T,Y9,PT,1986,66.0
9034,YR,T,Y_GE85,PT,1986,4.4
9035,YR,T,Y_LT1,PT,1986,73.4
9036,YR,F,Y1,PT,1985,76.6
9037,YR,F,Y10,PT,1985,67.9
9038,YR,F,Y11,PT,1985,66.9
9039,YR,F,Y12,PT,1985,66.0
9040,YR,F,Y13,PT,1985,65.0
9041,YR,F,Y14,PT,1985,64.0
9042,YR,F,Y15,PT,1985,63.0
9043,YR,F,Y16,PT,1985,62.0
9044,YR,F,Y17,PT,1985,61.1
9045,YR,F,Y18,PT,1985,60.1
9046,YR,F,Y19,PT,1985,59.1
9047,YR,F,Y2,PT,1985,75.7
9048,YR,F,Y20,PT,1985,58.2
9049,YR,F,Y21,PT,1985,57.2
9050,YR,F,Y22,PT,1985,56.2
9051,YR,F,Y23,PT,1985,55.3
9052,YR,F,Y24,PT,1985,54.3
9053,YR,F,Y25,PT,1985,53.3
9054,YR,F,Y26,PT,1985,52.3
9055,YR,F,Y27,PT,1985,51.4
9056,YR,F,Y28,PT,1985,50.4
9057,YR,F,Y29,PT,1985,49.4
9058,YR,F,Y3,PT,1985,74.8
9059,YR,F,Y30,PT,1985,48.5
9060,YR,F,Y31,PT,1985,47.5
9061,YR,F,Y32,PT,1985,46.5
9062,YR,F,Y33,PT,1985,45.6
9063,YR,F,Y34,PT,1985,44.6
9064,YR,F,Y35,PT,1985,43.7
9065,YR,F,Y36,PT,1985,42.7
9066,YR,F,Y37,PT,1985,41.7
9067,YR,F,Y38,PT,1985,40.8
9068,YR,F,Y39,PT,1985,39.8
9069,YR,F,Y4,PT,1985,73.8
9070,YR,F,Y40,PT,1985,38.9
9071,YR,F,Y41,PT,1985,38.0
9072,YR,F,Y42,PT,1985,37.0
9073,YR,F,Y43,PT,1985,36.1
9074,YR,F,Y44,PT,1985,35.1
9075,YR,F,Y45,PT,1985,34.2
9076,YR,F,Y46,PT,1985,33.3
9077,YR,F,Y47,PT,1985,32.4
9078,YR,F,Y48,PT,1985,31.5
9079,YR,F,Y49,PT,1985,30.6
9080,YR,F,Y5,PT,1985,72.8
9081,YR,F,Y50,PT,1985,29.7
9082,YR,F,Y51,PT,1985,28.8
9083,YR,F,Y52,PT,1985,27.9
9084,YR,F,Y53,PT,1985,27.0
9085,YR,F,Y54,PT,1985,26.1
9086,YR,F,Y55,PT,1985,25.2
9087,YR,F,Y56,PT,1985,24.3
9088,YR,F,Y57,PT,1985,23.4
9089,YR,F,Y58,PT,1985,22.6
9090,YR,F,Y59,PT,1985,21.7
9091,YR,F,Y6,PT,1985,71.8
9092,YR,F,Y60,PT,1985,20.9
9093,YR,F,Y61,PT,1985,20.0
9094,YR,F,Y62,PT,1985,19.2
9095,YR,F,Y63,PT,1985,18.4
9096,YR,F,Y64,PT,1985,17.6
9097,YR,F,Y65,PT,1985,16.7
9098,YR,F,Y66,PT,1985,15.9
9099,YR,F,Y67,PT,1985,15.2
9100,YR,F,Y68,PT,1985,14.4
9101,YR,F,Y69,PT,1985,13.6
9102,YR,F,Y7,PT,1985,70.9
9103,YR,F,Y70,PT,1985,12.9
9104,YR,F,Y71,PT,1985,12.1
9105,YR,F,Y72,PT,1985,11.4
9106,YR,F,Y73,PT,1985,10.7
9107,YR,F,Y74,PT,1985,10.1
9108,YR,F,Y75,PT,1985,9.4
9109,YR,F,Y76,PT,1985,8.8
9110,YR,F,Y77,PT,1985,8.2
9111,YR,F,Y78,PT,1985,7.6
9112,YR,F,Y79,PT,1985,7.1
9113,YR,F,Y8,PT,1985,69.9
9114,YR,F,Y80,PT,1985,6.6
9115,YR,F,Y81,PT,1985,6.1
9116,YR,F,Y82,PT,1985,5.6
9117,YR,F,Y83,PT,1985,5.2
9118,YR,F,Y84,PT,1985,4.8
9119,YR,F,Y9,PT,1985,68.9
9120,YR,F,Y_GE85,PT,1985,4.4
9121,YR,F,Y_LT1,PT,1985,76.5
9122,YR,M,Y1,PT,1985,69.8
9123,YR,M,Y10,PT,1985,61.3
9124,YR,M,Y11,PT,1985,60.3
9125,YR,M,Y12,PT,1985,59.4
9126,YR,M,Y13,PT,1985,58.4
9127,YR,M,Y14,PT,1985,57.4
9128,YR,M,Y15,PT,1985,56.4
9129,YR,M,Y16,PT,1985,55.5
9130,YR,M,Y17,PT,1985,54.6
9131,YR,M,Y18,PT,1985,53.6
9132,YR,M,Y19,PT,1985,52.7
9133,YR,M,Y2,PT,1985,68.9
9134,YR,M,Y20,PT,1985,51.8
9135,YR,M,Y21,PT,1985,50.9
9136,YR,M,Y22,PT,1985,50.0
9137,YR,M,Y23,PT,1985,49.1
9138,YR,M,Y24,PT,1985,48.2
9139,YR,M,Y25,PT,1985,47.2
9140,YR,M,Y26,PT,1985,46.3
9141,YR,M,Y27,PT,1985,45.4
